# Created At: Mon Aug 05 2024 18:30:13 GMT+0200 (centraleuropeisk sommartid)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?tissues=UBERON%3A0002369&genes=AIF1%2CCST3%2CHLA-DRA%2CHLA-DPA1%2CLYZ%2CHLA-DQB1%2CLST1%2CSAT1%2CHLA-DPB1%2CPSAP%2CCD74%2CTYROBP%2CHLA-DRB1%2CCPVL%2CHLA-DQA1%2CCTSS%2CMS4A6A%2CCALHM6%2CFGL2%2CCSTA%2CGPR183%2CSPI1%2CJAML%2CHLA-DMB%2CRNASE6%2CC1QB%2CNPC2%2CC1QA%2CCD163%2CC1QC%2CMS4A7%2CCTSB%2CGRN%2CC5AR1%2CVSIG4%2CCD14%2CMS4A4A%2CFCER1G%2CPLAUR%2CMAFB%2CLAPTM5%2CLIPA%2CFCGR3A%2CAPOC1%2CCSF1R%2CMPO%2CRETN%2CMS4A3%2CS100A9%2CPRTN3%2CS100A8%2CAZU1%2CPLAC8%2CDEFA4%2CS100P%2CMNDA%2CNUCB2%2CCTSG%2CSRGN%2CDEFA3%2CTREM2%2CCD3E%2CCD3D%2CZFP36L2%2CBTG1%2CCXCR4%2CHLA-B%2CGZMA%2CCD2%2CPTPRC%2CCCL5%2CCST7%2CHLA-C%2CDUSP2%2CCD7%2CIL2RG%2CCYTIP%2CNKG7%2CGZMH%2CHLA-A%2CTNFAIP3%2CLCK%2CCD8A%2CIL32%2CCD3G%2CTRBC2%2CFLT1%2CLDB2%2CEMCN%2CPLVAP%2CCALCRL%2CPTPRB%2CEPAS1%2CKDR%2CST6GALNAC3%2CTGFBR2%2CHSPG2%2CRAMP2%2CEFNB2%2CPRCP%2CCDH5%2CCHRM3%2CA2M%2CEGFL7%2CKIAA1217%2CBTNL9%2CARHGAP29%2CENG%2CPTPRG%2CRASAL2%2CSEC14L1%2CCOL3A1%2CCOL1A2%2CCOL1A1%2CDCN%2CLUM%2CGPC3%2CPOSTN%2CFSTL1%2CMEST%2CSPARC%2CISLR%2COGN%2CCXCL12%2CCOL5A2%2CCOL5A1%2CPCOLCE%2CPLAC9%2CMGP%2CFBN1%2COLFML3%2CSERPINH1%2CCOL12A1%2CCRABP2%2CSULT1E1%2CPRSS35%2CNRXN1%2CNKAIN3%2CNRXN3%2CDST%2CPTPRZ1%2COLFML2A%2CSLC35F1%2CGAS7%2CPLP1%2CLRRTM4%2CQKI%2CPCDH9%2CCDH19%2CSOX5%2CNLGN4X%2CMPZ%2CIL1RAPL1%2CSORCS1%2CNLGN1%2CZNF536%2CTIMP3%2CPARD3B%2CVCAN%2CNAALADL2%2CRBFOX1%2CRGS5_ENSG00000143248%2CSTMN2%2CCACNA2D3%2CCNTN1%2CKCNQ5%2CCNTNAP2%2CDPP6%2CMAP1B%2CCADM2%2CSYT1%2CDLC1%2CCADM1%2CALCAM%2CRBMS3%2CLINGO2%2CUNC5C%2CCHGB%2CBMPR1B%2CTENM3%2CEML5%2CSEMA6D%2CPLXNA4%2CSORBS2%2CCTNNA2%2CFAM155A%2CCHGA%2CCCSER1%2CFGF14%2CAGBL4%2CROBO1%2CMEG3%2CROBO2%2CLSAMP%2CSLC24A2%2CDGKB%2CRALYL%2CMGAT4C%2CCACNB2%2CMAGI2&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: No selection
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
adrenal gland,myeloid cell,4556,1.38%,CD163,2.7669122174288883,0.2876203571254471,1916
adrenal gland,myeloid cell,4556,1.34%,C1QC,3.2751689175006717,0.39582306462480277,1861
adrenal gland,myeloid cell,4556,1.30%,MS4A7,2.6523340168189367,0.2632278178344744,1806
adrenal gland,myeloid cell,4556,2.12%,CTSB,3.315022427468612,0.40430747354902286,2947
adrenal gland,myeloid cell,4556,1.62%,GRN,2.7333537524988896,0.2804760995791419,2251
adrenal gland,myeloid cell,4556,1.07%,C5AR1,2.6633572776845638,0.26557455850894873,1490
adrenal gland,myeloid cell,4556,1.10%,VSIG4,2.7124064979752944,0.2760166410932803,1528
adrenal gland,myeloid cell,4556,1.14%,CD14,2.6516938414754745,0.26309153098291466,1580
adrenal gland,myeloid cell,4556,1.03%,MS4A4A,2.484050502817086,0.22740196086114922,1431
adrenal gland,myeloid cell,4556,1.91%,FCER1G,2.9524749399264985,0.3271247827087346,2653
adrenal gland,myeloid cell,4556,1.18%,PLAUR,2.727370475102397,0.2792023203767649,1648
adrenal gland,myeloid cell,4556,0.98%,MAFB,2.5079918356502757,0.2324988283167646,1360
adrenal gland,myeloid cell,4556,2.14%,LAPTM5,2.9435523248487905,0.32522524826236876,2976
adrenal gland,myeloid cell,4556,1.20%,LIPA,2.663835902413922,0.26567645286978137,1670
adrenal gland,myeloid cell,4556,1.07%,FCGR3A,2.6343782486454135,0.2594052165164169,1488
adrenal gland,myeloid cell,4556,1.32%,APOC1,3.401377022233941,0.4226914928001191,1837
adrenal gland,myeloid cell,4556,0.89%,CSF1R,2.3719960002156046,0.20354669133442882,1232
adrenal gland,myeloid cell,4556,0.05%,MPO,3.580470736064608,0.460818731909522,63
adrenal gland,myeloid cell,4556,0.21%,RETN,2.3757302952145034,0.20434168494577734,287
adrenal gland,myeloid cell,4556,0.03%,MS4A3,2.773781169544567,0.2890826875118343,44
adrenal gland,myeloid cell,4556,0.85%,S100A9,3.0785797556207877,0.3539712216930159,1187
adrenal gland,myeloid cell,4556,0.03%,PRTN3,3.858650403145032,0.5200403676402858,39
adrenal gland,myeloid cell,4556,0.72%,S100A8,3.2231219801079316,0.3847427984086397,996
adrenal gland,myeloid cell,4556,0.03%,AZU1,3.163624503395774,0.3720763877765199,44
adrenal gland,myeloid cell,4556,0.25%,PLAC8,2.302699196235591,0.1887941031036576,347
adrenal gland,myeloid cell,4556,0.03%,DEFA4,4.182411812447213,0.5889658949680227,37
adrenal gland,myeloid cell,4556,0.05%,S100P,2.6022932942708334,0.25257465445430827,75
adrenal gland,myeloid cell,4556,0.46%,MNDA,2.1363651079246293,0.153383259130246,641
adrenal gland,myeloid cell,4556,0.36%,NUCB2,2.2930735578440657,0.18674490210891287,495
adrenal gland,myeloid cell,4556,0.03%,CTSG,3.2065120387721704,0.38120671000354633,37
adrenal gland,myeloid cell,4556,2.17%,SRGN,3.1647721095303183,0.372320701507914,3018
adrenal gland,myeloid cell,4556,0.04%,DEFA3,4.218540954589844,0.5966574236756808,50
adrenal gland,myeloid cell,4556,0.73%,TREM2,2.4714594822303924,0.2247214600089854,1020
adrenal gland,myeloid cell,4556,0.05%,CD3E,2.1833585974288314,0.163387697435691,73
adrenal gland,myeloid cell,4556,0.08%,CD3D,2.4858227978955516,0.22777926454637495,111
adrenal gland,myeloid cell,4556,1.10%,ZFP36L2,2.5077973210998854,0.23245741813762227,1528
adrenal gland,myeloid cell,4556,1.41%,BTG1,2.685203536707612,0.27022540595413186,1964
adrenal gland,myeloid cell,4556,0.88%,CXCR4,2.4343571389755523,0.2168227466340763,1222
adrenal gland,myeloid cell,4556,1.78%,HLA-B,3.3365043710921745,0.4088807619328055,2479
adrenal gland,myeloid cell,4556,0.07%,GZMA,2.4858709539024577,0.22778951647286969,103
adrenal gland,myeloid cell,4556,0.06%,CD2,2.3911977767944337,0.2076345552314194,80
adrenal gland,myeloid cell,4556,0.76%,PTPRC,2.294230603004355,0.1869912253133579,1062
adrenal gland,myeloid cell,4556,0.31%,CCL5,2.5095680675287357,0.23283439213101845,435
adrenal gland,myeloid cell,4556,0.18%,CST7,2.4991538524627686,0.23061731114328315,256
adrenal gland,myeloid cell,4556,1.76%,HLA-C,2.8322265625,0.30152512016003835,2455
adrenal gland,myeloid cell,4556,0.44%,DUSP2,2.367737418726871,0.20264008243557408,608
adrenal gland,myeloid cell,4556,0.11%,CD7,2.470144554876512,0.22444152528341327,155
adrenal gland,myeloid cell,4556,0.19%,IL2RG,2.2621547154017856,0.18016259347524763,266
adrenal gland,myeloid cell,4556,0.31%,CYTIP,2.1313418902559764,0.15231386692738852,434
adrenal gland,myeloid cell,4556,0.24%,NKG7,2.3976561400267453,0.2090094754000108,333
adrenal gland,myeloid cell,4556,0.06%,GZMH,2.4447560370722905,0.21903656679408218,79
adrenal gland,myeloid cell,4556,1.67%,HLA-A,2.949461841910975,0.32648332463608243,2328
adrenal gland,myeloid cell,4556,0.81%,TNFAIP3,2.4938482189854834,0.2294877954730315,1128
adrenal gland,myeloid cell,4556,0.02%,LCK,2.3891630501582704,0.20720138252356757,29
adrenal gland,myeloid cell,4556,0.06%,CD8A,2.426572799682617,0.21516553958206847,88
adrenal gland,myeloid cell,4556,0.20%,IL32,2.4567051540415195,0.22158041286264255,283
adrenal gland,myeloid cell,4556,0.03%,CD3G,2.3936011420355903,0.2081462073673701,45
adrenal gland,myeloid cell,4556,0.12%,TRBC2,2.573291892776946,0.2464005495925892,167
adrenal gland,myeloid cell,4556,0.06%,FLT1,2.3903260407624423,0.20744897145284277,81
adrenal gland,myeloid cell,4556,0.06%,LDB2,2.4296560287475586,0.2158219278453619,80
adrenal gland,myeloid cell,4556,0.08%,EMCN,2.388028099423363,0.20695976299867397,105
adrenal gland,myeloid cell,4556,0.09%,PLVAP,2.4671800401475696,0.22381041010077424,126
adrenal gland,myeloid cell,4556,0.05%,CALCRL,2.290776933942522,0.1862559741238619,70
adrenal gland,myeloid cell,4556,0.03%,PTPRB,2.4310169709034457,0.2161116586565764,39
adrenal gland,myeloid cell,4556,0.15%,EPAS1,2.310037799910003,0.19035641755366675,204
adrenal gland,myeloid cell,4556,0.04%,KDR,2.3518539711281106,0.19925865719441685,54
adrenal gland,myeloid cell,4556,0.06%,ST6GALNAC3,2.095412811675629,0.14466492972734446,77
adrenal gland,myeloid cell,4556,0.32%,TGFBR2,2.1807469257189633,0.16283169896077215,439
adrenal gland,myeloid cell,4556,0.13%,HSPG2,2.448643771084872,0.2198642260185238,176
adrenal gland,myeloid cell,4556,0.06%,RAMP2,2.4350365133846505,0.21696737856998552,85
adrenal gland,myeloid cell,4556,0.05%,EFNB2,2.319336175918579,0.19233594769922682,64
adrenal gland,myeloid cell,4556,0.43%,PRCP,2.1100755774456523,0.14778648416139584,598
adrenal gland,myeloid cell,4556,0.04%,CDH5,2.283222763626664,0.18464776771758792,54
adrenal gland,myeloid cell,4556,0.02%,CHRM3,2.3462132673997145,0.19805780845887047,26
adrenal gland,myeloid cell,4556,0.83%,A2M,2.546783103181917,0.24075709657700123,1153
adrenal gland,myeloid cell,4556,0.22%,EGFL7,2.3368764871106475,0.19607010243067455,307
adrenal gland,myeloid cell,4556,0.05%,KIAA1217,2.5286768986628605,0.23690246888351038,65
adrenal gland,myeloid cell,4556,0.01%,BTNL9,2.364232715807463,0.20189396665430198,19
adrenal gland,myeloid cell,4556,0.02%,ARHGAP29,2.072559921829789,0.13979978076786162,27
adrenal gland,myeloid cell,4556,0.37%,ENG,2.207083291763875,0.16843844474759817,509
adrenal gland,myeloid cell,4556,0.02%,PTPRG,2.2204208374023438,0.17127787322788124,33
adrenal gland,myeloid cell,4556,0.16%,RASAL2,2.455585394965278,0.22134202748812767,225
adrenal gland,myeloid cell,4556,0.44%,SEC14L1,2.076983682470384,0.14074155463640847,612
adrenal gland,myeloid cell,4556,0.11%,COL3A1,2.7297996520996093,0.2797194675743452,160
adrenal gland,myeloid cell,4556,0.10%,COL1A2,2.6858624352349176,0.27036567878203893,144
adrenal gland,myeloid cell,4556,0.11%,COL1A1,2.6328608365666946,0.2590821748422266,149
adrenal gland,myeloid cell,4556,0.20%,DCN,2.602717573924731,0.25266497929858894,279
adrenal gland,myeloid cell,4556,0.04%,LUM,2.501063755580357,0.23102391018733978,56
adrenal gland,myeloid cell,4556,0.02%,GPC3,2.4383184259588067,0.21766606454156193,33
adrenal gland,myeloid cell,4556,0.03%,POSTN,2.42186823758212,0.21416398592463365,44
adrenal gland,myeloid cell,4556,0.11%,FSTL1,2.336831436676233,0.1960605116491325,147
adrenal gland,myeloid cell,4556,0.07%,MEST,2.266184698675097,0.18102053612762745,97
adrenal gland,myeloid cell,4556,0.60%,SPARC,2.7107782523980815,0.2756700040889803,834
adrenal gland,myeloid cell,4556,0.01%,ISLR,2.2039690519634045,0.16777545461256288,19
adrenal gland,myeloid cell,4556,0.03%,OGN,2.280346461704799,0.18403543214879478,35
adrenal gland,myeloid cell,4556,0.19%,CXCL12,2.288671875,0.18580782837980292,265
adrenal gland,myeloid cell,4556,0.03%,COL5A2,2.3003719647725425,0.18829865907853413,48
adrenal gland,myeloid cell,4556,0.03%,COL5A1,2.2668268304122123,0.1811572394755958,38
adrenal gland,myeloid cell,4556,0.03%,PCOLCE,2.1955498831612723,0.16598309878300638,35
adrenal gland,myeloid cell,4556,0.02%,PLAC9,2.460693359375,0.22242946141445705,33
adrenal gland,myeloid cell,4556,0.22%,MGP,2.5801446533203123,0.2478594329571022,300
adrenal gland,myeloid cell,4556,0.05%,FBN1,2.4544173020582933,0.22109335233022284,65
adrenal gland,myeloid cell,4556,0.13%,OLFML3,1.945793358055321,0.1128124623147061,185
adrenal gland,myeloid cell,4556,0.26%,SERPINH1,2.3613178091989435,0.20127341253842898,355
adrenal gland,myeloid cell,4556,0.02%,COL12A1,2.3493882884149966,0.19873373829938681,23
adrenal gland,myeloid cell,4556,0.02%,CRABP2,2.363580637964709,0.20175514588110535,29
adrenal gland,myeloid cell,4556,0.02%,SULT1E1,2.35327392578125,0.19956095116904482,25
adrenal gland,myeloid cell,4556,0.01%,PRSS35,2.080721139907837,0.14153722149891887,8
adrenal gland,myeloid cell,4556,0.03%,NRXN1,2.1885774884905134,0.16449874652356022,35
adrenal gland,myeloid cell,4556,0.03%,NKAIN3,2.4049429544588414,0.21056076444447755,41
adrenal gland,myeloid cell,4556,0.02%,NRXN3,2.4176493105681045,0.21326581906211284,23
adrenal gland,myeloid cell,4556,0.21%,DST,2.314228565619667,0.19124858915950502,293
adrenal gland,myeloid cell,4556,0.01%,PTPRZ1,2.2572858810424803,0.17912606791647326,10
adrenal gland,myeloid cell,4556,0.01%,OLFML2A,2.3361565272013345,0.19591683025252585,12
adrenal gland,myeloid cell,4556,0.01%,SLC35F1,2.5405003683907643,0.23941956592603866,7
adrenal gland,myeloid cell,4556,0.26%,GAS7,2.4100921715395605,0.21165698064695368,361
adrenal gland,myeloid cell,4556,0.01%,PLP1,2.7702647122469815,0.2883340693424115,11
adrenal gland,myeloid cell,4556,0.01%,LRRTM4,2.452587127685547,0.22070372672902736,7
adrenal gland,myeloid cell,4556,0.67%,QKI,2.425757227606952,0.21499191254137154,935
adrenal gland,myeloid cell,4556,0.04%,PCDH9,2.4215220789755545,0.21409029226068527,62
adrenal gland,myeloid cell,4556,0.00%,CDH19,2.4426118532816568,0.2185800917658336,6
adrenal gland,myeloid cell,4556,0.01%,SOX5,2.4304336201060903,0.21598746917577497,11
adrenal gland,myeloid cell,4556,0.01%,NLGN4X,2.266830171857561,0.1811579508354926,14
adrenal gland,myeloid cell,4556,0.01%,MPZ,2.1860227584838867,0.16395487036096795,12
adrenal gland,myeloid cell,4556,0.01%,IL1RAPL1,2.0540075302124023,0.1358501643568904,8
adrenal gland,myeloid cell,4556,0.02%,SORCS1,2.7243792724609377,0.27856552360765313,25
adrenal gland,myeloid cell,4556,0.03%,NLGN1,2.6035961351896586,0.25285201610018115,38
adrenal gland,myeloid cell,4556,0.01%,ZNF536,2.157198360988072,0.15781844785902296,14
adrenal gland,myeloid cell,4556,0.46%,TIMP3,2.8688378371356613,0.30931928999591374,639
adrenal gland,myeloid cell,4556,0.04%,PARD3B,2.403392055578399,0.21023059376911235,57
adrenal gland,myeloid cell,4556,0.27%,VCAN,2.494640687835121,0.2296565040707294,373
adrenal gland,myeloid cell,4556,0.09%,NAALADL2,2.4916060100230135,0.2290104518777886,129
adrenal gland,myeloid cell,4556,0.03%,RBFOX1,2.581661667934684,0.24818239001515557,43
adrenal gland,myeloid cell,4556,0.02%,RGS5_ENSG00000143248,2.668573913574219,0.26668512749351747,25
adrenal gland,myeloid cell,4556,0.02%,STMN2,2.486454930798761,0.22791383924380051,29
adrenal gland,myeloid cell,4556,0.04%,CACNA2D3,2.2587304745080337,0.17943360724490057,53
adrenal gland,myeloid cell,4556,0.01%,CNTN1,2.2418352014878216,0.17583677461196218,17
adrenal gland,myeloid cell,4556,0.13%,KCNQ5,2.8009440104166665,0.2948653814248122,183
adrenal gland,myeloid cell,4556,0.03%,CNTNAP2,2.38263917580629,0.20581251570062128,39
adrenal gland,myeloid cell,4556,0.01%,DPP6,2.422336366441515,0.2142636458209773,9
adrenal gland,myeloid cell,4556,0.03%,MAP1B,2.279545231869346,0.18386485842588463,38
adrenal gland,myeloid cell,4556,0.02%,CADM2,2.5126579829624722,0.2334922038545572,28
adrenal gland,myeloid cell,4556,0.03%,SYT1,2.5168999565972223,0.234395277109383,45
adrenal gland,myeloid cell,4556,0.21%,DLC1,2.5421926441001252,0.23977983429743913,299
adrenal gland,myeloid cell,4556,0.13%,CADM1,2.3033536135495365,0.18893342192659365,182
adrenal gland,myeloid cell,4556,0.31%,ALCAM,2.312657532868562,0.19091413218684586,432
adrenal gland,myeloid cell,4556,0.06%,RBMS3,2.4414203350360575,0.21832642959042003,78
adrenal gland,myeloid cell,4556,0.01%,LINGO2,2.4579950060163225,0.22185500929379115,7
adrenal gland,myeloid cell,4556,0.01%,UNC5C,2.3799879286024304,0.20524809200356584,18
adrenal gland,myeloid cell,4556,0.11%,CHGB,2.46468786291174,0.22327985079000284,148
adrenal gland,myeloid cell,4556,0.01%,BMPR1B,2.2408809661865234,0.17563362757390574,8
adrenal gland,myeloid cell,4556,0.04%,TENM3,2.5319081432414503,0.23759036815162954,53
adrenal gland,myeloid cell,4556,0.01%,EML5,2.427522558914988,0.21536773371035148,19
adrenal gland,myeloid cell,4556,0.01%,SEMA6D,2.409710645675659,0.21157575765186218,8
adrenal gland,myeloid cell,4556,0.05%,PLXNA4,2.4883665787546256,0.228320809746267,76
adrenal gland,myeloid cell,4556,0.09%,SORBS2,2.4884102888933315,0.2283301151924175,127
adrenal gland,myeloid cell,4556,0.01%,CTNNA2,2.2809361909565173,0.18416097953797522,19
adrenal gland,myeloid cell,4556,0.02%,FAM155A,2.444335210890997,0.21894697715916706,21
adrenal gland,myeloid cell,4556,0.01%,CHGA,2.3987621508146586,0.2092449339030838,19
adrenal gland,myeloid cell,4556,0.06%,CCSER1,2.5007895940466773,0.2309655439715434,79
adrenal gland,myeloid cell,4556,0.01%,FGF14,2.60764397515191,0.2537137602609129,9
adrenal gland,myeloid cell,4556,0.03%,AGBL4,2.8827246641501403,0.3122756549220025,39
adrenal gland,myeloid cell,4556,0.10%,ROBO1,2.476925836093184,0.22588519142269836,138
adrenal gland,myeloid cell,4556,0.28%,MEG3,2.546430980886212,0.24068213330399213,393
adrenal gland,myeloid cell,4556,0.05%,ROBO2,2.655695988581731,0.26394354759705174,65
adrenal gland,myeloid cell,4556,0.05%,LSAMP,2.5820038677894908,0.2482552409009201,73
adrenal gland,myeloid cell,4556,0.00%,SLC24A2,2.4098602294921876,0.21160760253249863,5
adrenal gland,myeloid cell,4556,0.00%,DGKB,2.151312510172526,0.1565654097896981,3
adrenal gland,myeloid cell,4556,0.06%,RALYL,2.540357613269194,0.23938917480544714,81
adrenal gland,myeloid cell,4556,0.00%,MGAT4C,2.596437454223633,0.25132800537383226,5
adrenal gland,myeloid cell,4556,0.05%,CACNB2,2.5397811064849027,0.23926644234576047,74
adrenal gland,myeloid cell,4556,0.07%,MAGI2,2.421279243800951,0.21403859510968962,92
adrenal gland,Schwann cell,112,,AIF1,,,
adrenal gland,Schwann cell,112,0.02%,CST3,2.526529458852915,0.2364453006817037,26
adrenal gland,Schwann cell,112,,HLA-DRA,,,
adrenal gland,Schwann cell,112,,HLA-DPA1,,,
adrenal gland,Schwann cell,112,,LYZ,,,
adrenal gland,Schwann cell,112,,HLA-DQB1,,,
adrenal gland,Schwann cell,112,,LST1,,,
adrenal gland,Schwann cell,112,0.01%,SAT1,2.448974132537842,0.21993455662835085,8
adrenal gland,Schwann cell,112,,HLA-DPB1,,,
adrenal gland,Schwann cell,112,0.03%,PSAP,2.8073299407958983,0.2962248813720587,40
adrenal gland,Schwann cell,112,0.00%,CD74,2.296483278274536,0.1874707970795855,2
adrenal gland,Schwann cell,112,,TYROBP,,,
adrenal gland,Schwann cell,112,,HLA-DRB1,,,
adrenal gland,Schwann cell,112,,CPVL,,,
adrenal gland,Schwann cell,112,,HLA-DQA1,,,
adrenal gland,Schwann cell,112,,CTSS,,,
adrenal gland,Schwann cell,112,,MS4A6A,,,
adrenal gland,Schwann cell,112,,CALHM6,,,
adrenal gland,Schwann cell,112,0.00%,FGL2,2.519087791442871,0.2348610450054623,2
adrenal gland,Schwann cell,112,,CSTA,,,
adrenal gland,Schwann cell,112,,GPR183,,,
adrenal gland,Schwann cell,112,,SPI1,,,
adrenal gland,Schwann cell,112,,JAML,,,
adrenal gland,Schwann cell,112,,HLA-DMB,,,
adrenal gland,Schwann cell,112,,RNASE6,,,
adrenal gland,Schwann cell,112,,C1QB,,,
adrenal gland,Schwann cell,112,0.01%,NPC2,2.6334086524115667,0.25919879929128525,9
adrenal gland,Schwann cell,112,,C1QA,,,
adrenal gland,Schwann cell,112,0.00%,CD163,2.3256773948669434,0.19368592903535545,1
adrenal gland,Schwann cell,112,,C1QC,,,
adrenal gland,Schwann cell,112,,MS4A7,,,
adrenal gland,Schwann cell,112,0.01%,CTSB,2.6538658142089844,0.26355392199585626,7
adrenal gland,Schwann cell,112,0.00%,GRN,2.5144514083862304,0.2338740059764405,5
adrenal gland,Schwann cell,112,,C5AR1,,,
adrenal gland,Schwann cell,112,,VSIG4,,,
adrenal gland,Schwann cell,112,,CD14,,,
adrenal gland,Schwann cell,112,,MS4A4A,,,
adrenal gland,Schwann cell,112,,FCER1G,,,
adrenal gland,Schwann cell,112,,PLAUR,,,
adrenal gland,Schwann cell,112,0.00%,MAFB,2.7313894271850585,0.28005791460029944,5
adrenal gland,Schwann cell,112,,LAPTM5,,,
adrenal gland,Schwann cell,112,0.01%,LIPA,2.6246658325195313,0.25733754142028453,10
adrenal gland,Schwann cell,112,,FCGR3A,,,
adrenal gland,Schwann cell,112,0.01%,APOC1,2.6812564849853517,0.26938511858964015,20
adrenal gland,Schwann cell,112,,CSF1R,,,
adrenal gland,Schwann cell,112,,MPO,,,
adrenal gland,Schwann cell,112,,RETN,,,
adrenal gland,Schwann cell,112,,MS4A3,,,
adrenal gland,Schwann cell,112,,S100A9,,,
adrenal gland,Schwann cell,112,,PRTN3,,,
adrenal gland,Schwann cell,112,,S100A8,,,
adrenal gland,Schwann cell,112,,AZU1,,,
adrenal gland,Schwann cell,112,,PLAC8,,,
adrenal gland,Schwann cell,112,,DEFA4,,,
adrenal gland,Schwann cell,112,,S100P,,,
adrenal gland,Schwann cell,112,,MNDA,,,
adrenal gland,Schwann cell,112,0.01%,NUCB2,2.638991461859809,0.26038732292052114,9
adrenal gland,Schwann cell,112,,CTSG,,,
adrenal gland,Schwann cell,112,,SRGN,,,
adrenal gland,Schwann cell,112,,DEFA3,,,
adrenal gland,Schwann cell,112,,TREM2,,,
adrenal gland,Schwann cell,112,,CD3E,,,
adrenal gland,Schwann cell,112,,CD3D,,,
adrenal gland,Schwann cell,112,0.01%,ZFP36L2,2.7314693450927736,0.28007492831402175,20
adrenal gland,Schwann cell,112,0.01%,BTG1,2.7618496234600363,0.28654258210679545,13
adrenal gland,Schwann cell,112,0.00%,CXCR4,2.835324764251709,0.30218469595680963,2
adrenal gland,Schwann cell,112,,HLA-B,,,
adrenal gland,Schwann cell,112,,GZMA,,,
adrenal gland,Schwann cell,112,,CD2,,,
adrenal gland,Schwann cell,112,,PTPRC,,,
adrenal gland,Schwann cell,112,,CCL5,,,
adrenal gland,Schwann cell,112,,CST7,,,
adrenal gland,Schwann cell,112,,HLA-C,,,
adrenal gland,Schwann cell,112,,DUSP2,,,
adrenal gland,Schwann cell,112,,CD7,,,
adrenal gland,Schwann cell,112,,IL2RG,,,
adrenal gland,Schwann cell,112,,CYTIP,,,
adrenal gland,Schwann cell,112,,NKG7,,,
adrenal gland,Schwann cell,112,,GZMH,,,
adrenal gland,Schwann cell,112,,HLA-A,,,
adrenal gland,Schwann cell,112,0.00%,TNFAIP3,2.8392574787139893,0.3030219310637556,1
adrenal gland,Schwann cell,112,,LCK,,,
adrenal gland,Schwann cell,112,,CD8A,,,
adrenal gland,Schwann cell,112,,IL32,,,
adrenal gland,Schwann cell,112,,CD3G,,,
adrenal gland,Schwann cell,112,,TRBC2,,,
adrenal gland,Schwann cell,112,,FLT1,,,
adrenal gland,Schwann cell,112,0.00%,LDB2,2.628794288635254,0.25821644794419335,5
adrenal gland,Schwann cell,112,0.00%,EMCN,2.8127450942993164,0.2973777127474478,2
adrenal gland,Schwann cell,112,0.00%,PLVAP,2.462146520614624,0.22273882473527157,2
adrenal gland,Schwann cell,112,0.00%,CALCRL,2.4762649536132812,0.22574449623136242,3
adrenal gland,Schwann cell,112,0.00%,PTPRB,2.2833313941955566,0.18467089406628087,2
adrenal gland,Schwann cell,112,0.00%,EPAS1,2.459825134277344,0.22224462507826703,5
adrenal gland,Schwann cell,112,,KDR,,,
adrenal gland,Schwann cell,112,0.01%,ST6GALNAC3,2.546591350010463,0.24071627426748726,14
adrenal gland,Schwann cell,112,0.03%,TGFBR2,2.700691562228733,0.27352264983693303,45
adrenal gland,Schwann cell,112,0.02%,HSPG2,2.6235193888346355,0.25709347516265574,30
adrenal gland,Schwann cell,112,,RAMP2,,,
adrenal gland,Schwann cell,112,0.01%,EFNB2,2.3581079755510603,0.20059007144076232,7
adrenal gland,Schwann cell,112,0.00%,PRCP,2.1996291478474936,0.1668515329494292,3
adrenal gland,Schwann cell,112,0.00%,CDH5,1.968179702758789,0.11757828853517105,1
adrenal gland,Schwann cell,112,0.01%,CHRM3,2.4641344282362194,0.22316203014876607,9
adrenal gland,Schwann cell,112,0.02%,A2M,2.7536997587784477,0.28480755839893934,23
adrenal gland,Schwann cell,112,,EGFL7,,,
adrenal gland,Schwann cell,112,0.02%,KIAA1217,2.791684237393466,0.29289406946414687,33
adrenal gland,Schwann cell,112,,BTNL9,,,
adrenal gland,Schwann cell,112,,ARHGAP29,,,
adrenal gland,Schwann cell,112,0.00%,ENG,2.6744148254394533,0.2679285985151375,5
adrenal gland,Schwann cell,112,0.01%,PTPRG,2.751197521503155,0.28427485740758157,13
adrenal gland,Schwann cell,112,0.01%,RASAL2,2.5800094604492188,0.24783065176310146,16
adrenal gland,Schwann cell,112,0.01%,SEC14L1,2.5535696347554526,0.24220188046412505,12
adrenal gland,Schwann cell,112,0.01%,COL3A1,2.908039855957031,0.3176650030486169,15
adrenal gland,Schwann cell,112,0.05%,COL1A2,3.134635713365343,0.3659049677677331,72
adrenal gland,Schwann cell,112,0.05%,COL1A1,3.0002102851867676,0.3372871545964995,64
adrenal gland,Schwann cell,112,0.00%,DCN,2.470996618270874,0.22462292095654068,1
adrenal gland,Schwann cell,112,0.00%,LUM,2.2834606170654297,0.18469840430744272,1
adrenal gland,Schwann cell,112,0.00%,GPC3,2.576929807662964,0.24717502485334572,4
adrenal gland,Schwann cell,112,0.02%,POSTN,2.693158906081627,0.2719190235794466,29
adrenal gland,Schwann cell,112,0.02%,FSTL1,2.656817626953125,0.2641823330544848,25
adrenal gland,Schwann cell,112,,MEST,,,
